2019-03-20 17:49:18,179 [Worker-1: Importing Maven projects] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /ego-pojo/src/test/java
2019-03-20 17:49:18,180 [Worker-1: Importing Maven projects] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /ego-pojo/src/test/resources
2019-03-20 17:49:18,411 [Worker-1: Importing Maven projects] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /ego-dao/src/main/java
2019-03-20 17:49:18,411 [Worker-1: Importing Maven projects] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /ego-dao/src/main/resources
2019-03-20 17:49:18,412 [Worker-1: Importing Maven projects] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /ego-dao/src/test/java
2019-03-20 17:49:18,413 [Worker-1: Importing Maven projects] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /ego-dao/src/test/resources
2019-03-20 17:49:18,555 [Worker-1: Importing Maven projects] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /ego-manager-web/src/main/java
2019-03-20 17:49:18,556 [Worker-1: Importing Maven projects] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /ego-manager-web/src/main/resources
2019-03-20 17:49:18,557 [Worker-1: Importing Maven projects] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /ego-manager-web/src/test/java
2019-03-20 17:49:18,557 [Worker-1: Importing Maven projects] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /ego-manager-web/src/test/resources
2019-03-20 17:49:18,984 [Worker-1: Importing Maven projects] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /ego-sellergoods-interface/src/main/java
2019-03-20 17:49:18,984 [Worker-1: Importing Maven projects] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /ego-sellergoods-interface/src/main/resources
2019-03-20 17:49:18,986 [Worker-1: Importing Maven projects] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /ego-sellergoods-interface/src/test/java
